,Original file,Renamed file,Frame #,diameter_3d,confidence,CIE 1931 x,CIE 1931 y,CIE 1931 Y,SConeIrrad,MConeIrrad,LConeIrrad,RodIrrad,MelIrrad
0,20190925130944.jpg,eye0_19589.jpg,19589,2.714372711813029,0.23640577715181324,0.39144538101495807,0.3529187401356509,14.61672597902583,8.100092668432442,18.065902073806022,24.190501836121648,14.2353074744093,11.94615219283057
1,20190925130954.jpg,eye0_19639.jpg,19639,6.044309257360287,1.0,0.4423596819341741,0.39936112981488925,11.699871446548386,3.441094453885909,13.53267942763941,19.31693215727357,8.917285026148308,6.688279723577428
2,20190925131004.jpg,eye0_19689.jpg,19689,6.0820009609141135,1.0,0.43674863296897576,0.3938812187813599,10.288866744033538,3.3107626626738687,11.982345247305576,16.997102334280378,8.069112496404413,6.159529153325367
3,20190925131014.jpg,eye0_19739.jpg,19739,6.1520952524671015,1.0,0.44016441638587356,0.39497333074611624,12.005665859117832,3.7318205474915076,13.897741305323754,19.84860661576628,9.255363276530733,7.017269545038054
4,20190925131024.jpg,eye0_19789.jpg,19789,6.166262670360067,0.9999999999999998,0.2932745043168344,0.2841788702346236,1.0070229509300053,1.1560019713795056,1.5116982758910382,1.6684625545423524,1.6485768932725626,1.5799091931035114
5,20190925131034.jpg,eye0_19839.jpg,19839,5.857620891233995,1.0,0.2862010619596496,0.2735230203219598,0.886642756572658,1.1143327193334738,1.3368647760427537,1.4664512844971724,1.4673191218524042,1.4066283504446413
6,20190925131044.jpg,eye0_19889.jpg,19889,6.276101040363585,0.9060664298611716,0.28531499979529024,0.2678854313433434,0.9035428016397928,1.1775940901382738,1.3645549583983427,1.5001732017334342,1.5101535389727994,1.4639932484404694
7,20190925131054.jpg,eye0_19939.jpg,19939,,0.0,0.2908913650806457,0.2674274765436766,0.8552721181469547,1.0996415051588382,1.2664506016693606,1.4204406765521747,1.370774829160885,1.3239072876477591
8,20190925131104.jpg,eye0_19989.jpg,19989,,0.0,0.2914761193103744,0.2819007283979107,0.7790740002758082,0.9187413371421769,1.1690941915097186,1.28903948021734,1.2710656584646705,1.2138079878447392
9,20190925131114.jpg,eye0_20039.jpg,20039,,0.0,0.27884368956300193,0.27561200228440347,0.6978551493884806,0.8752507778805031,1.0712833966102753,1.1479058569073024,1.1851181260254062,1.1383992554253937
10,20190925131124.jpg,eye0_20089.jpg,20089,,0.0,0.2775150394320731,0.2638289287594903,0.6377340963759698,0.8632803024878687,0.9768417251023703,1.0546644056512176,1.0929489292878591,1.0583131818074294
11,20190925131134.jpg,eye0_20139.jpg,20139,,0.0,0.2857273427837873,0.2756971800550387,0.7817067806856108,0.9581423212854927,1.1815826415240627,1.290268736688397,1.298323759623489,1.247286867474079
12,20190925131144.jpg,eye0_20189.jpg,20189,,0.0,0.290364927683135,0.273237048473832,0.993024969683387,1.2259985270837919,1.4861357634409738,1.6486973850347533,1.6259406315510307,1.5671069353094509
13,20190925131154.jpg,eye0_20239.jpg,20239,,0.0,0.2973756275226574,0.29333719307071543,0.6946475802900436,0.739572364216498,1.0383832455884028,1.1486130979508467,1.1149913105416114,1.0633514039516474
14,20190925131204.jpg,eye0_20289.jpg,20289,,0.0,0.29511821136676075,0.2797265906336811,0.9131276080638838,1.083170800091788,1.3520700313869198,1.511889939864229,1.4485534828039057,1.382973618596
15,20190925131214.jpg,eye0_20339.jpg,20339,,0.0,0.278359128238966,0.2729080948957762,0.810659634406593,1.0322250572474325,1.2398087755603642,1.3323829875086408,1.3678260468260428,1.3092196612398694
16,20190925131224.jpg,eye0_20389.jpg,20389,,0.0,0.2840530583193965,0.26790015500120795,0.7855905861570067,1.0210395925320426,1.1856504528960132,1.301277465958955,1.2975278726453612,1.2602401530919807
17,20190925131234.jpg,eye0_20439.jpg,20439,,0.0,0.28094397852343905,0.26609229796599004,0.6924335991815229,0.9157081753186443,1.0658567389935638,1.1536140834306325,1.2242926009355055,1.1903046611378056
18,20190925131244.jpg,eye0_20489.jpg,20489,,0.0,0.2922016921157154,0.27522549334925883,0.6407228859926046,0.7823782293050185,0.9549073341610943,1.0614512011026558,1.0440734956082074,1.003667584186608
19,20190925131254.jpg,eye0_20539.jpg,20539,4.353759431671437,0.16866977925072832,0.28753697244698917,0.27257368796011183,0.915372502777758,1.142891981195254,1.3854468421956327,1.5219086272220939,1.544882265396466,1.490456614083686
20,20190925131304.jpg,eye0_20589.jpg,20589,7.178363924143517,1.0000000000000002,0.288465866934688,0.27694601087497145,0.8656399061169628,1.0581005648982327,1.2946510243287563,1.4266808524156296,1.3904670077940022,1.325148586280466
21,20190925131314.jpg,eye0_20639.jpg,20639,6.978840740247545,0.8375339334788131,0.2797769865822148,0.28068989180087045,0.7284503573878003,0.8924985278843052,1.116806304187283,1.1948594405334028,1.226932474505497,1.1704904369397569
22,20190925131324.jpg,eye0_20689.jpg,20689,6.98335701995465,0.36752290370015295,0.2940275168230828,0.2878489106108741,0.7025624914096567,0.7896096322347819,1.042909581708994,1.1532994130415477,1.1091464808000375,1.0436484280324738
23,20190925131334.jpg,eye0_20739.jpg,20739,7.107643913713628,0.2957063397255219,0.28088561430863634,0.28949263775381484,0.6451206440918389,0.7410930611289804,0.9949960730807529,1.0575092373524408,1.0933431541815777,1.0351579261572343
24,20190925131344.jpg,eye0_20789.jpg,20789,7.189095728673878,0.21375921948392126,0.28639951641316086,0.27856747955230743,0.8179469741665432,0.9711492847533189,1.2469667086221676,1.3556989719098402,1.3910620646317076,1.3469983189480206
